,0
614,VALVE CUP 2.0 CVB
615,ROUND STK 2.500 SST
616,LINKAGE RLH CVB 2X3 DD TG13-17
617,LEVER COMBO VALVE 2.62R
618,GOVERNOR LEVER TG 1.59R
619,SHCS 7/16-14UNRC-3A X 2.00
620,GASKET SPL WND 4.0-300 CG-3L
621,SLEEVE CLAPPER DISC 3.00 SS
622,ROUND STK 5.750 SST
623,STUD 0.75-10 X 3.88 B7
624,VALVE BODY CVB3 F4
625,"BDY VLV COMBO 3"" CI A4441"
626,CUP VALVE CAGE 2X3CVB 6PORT
627,CAGE CUP 2IN 6PT SA5640 CA15 RC 26-32
628,HARDWARE SECTOR 19 2PC 200 GR8
629,HHCS 5/8-11UNC-2A X 2.25 GR8
630,SHCS 5/8-11UNRC-3A X 1.50
631,NUT HEX 5/8-11UNC-2B GR8
632,TURBINE 19 CCW DD/GD
633,JOURNAL BEARING 19 SPEC CCW GOV
634,JOURNAL BEARING 19 SPEC CCW DR
635,BOLT TRIP COLLAR ASSY
636,BOLT TRIP COLLAR ASSY 3411-4300
637,LABEL BOLT TRIP REPAIRS
638,4PC 19 LH 200 4X8 125FF00 S/FACE
639,3PC 19 LH 200 4X8 125FF00
640,CASING 19 LH 4CVB-8 2 PC
641,HHCS 5/8-11UNC-2A X 2.50 GR8
642,HHCS 5/8-11UNC-2A X 3.50 G8
643,CASING-EXH LH 19 200
644,CSG EXH 19 LH CI A6131
645,CASING INL 19 0 RH 4X8
646,CSG INL 19 CI A6020
647,COVER-TURB 19
648,COV 19 CI A6019
649,PEDESTAL MTG H19 S'FACE INT LUBE GND LUG
650,ACTUATOR TG13E CCW 2401-4000 HORZ
651,"MAG PICKUP AIRPAX 70085-1010-004 1.125"""
652,GOVERNOR PEAK 150 90-150VDC OR 88-132VAC
653,GOVERNOR PROGRAMMING UNIT WWD PEAK 150
654,ROTATION ARROW CCW
655,SECTOR ASSY 9/16 NOZ
656,SECTOR BLADING 9/16 NOZ
657,STAT SEG BLADE SPACER
658,BLADE 324C
659,SECTOR MACH 9/16 NOZ
660,Assembly 00T6029
661,GLAND HOUSING ASSY 16-20L CI
662,SHCS 7/16-14UNRC-3A X 1.00
663,DOWEL PIN .250 X .88 LG STL
664,GLAND HOUSING HALF A5271
665,HSG GLD HLF A5271 CI A278 CL40
666,HANDVALVE ASSY 16E-20L
667,HDWHL INVCAST WCB A216 PPCP #5234
668,NUT HEX 12/24
669,WASH LOC SPG 12
670,BONNET VLV 3/4
671,HEX AGON STK 1.312 SST
672,STEM-HDVLV 16/23
673,ROUND STK 0.812 SST
674,NUT PACK VLV 3/4
675,HEX AGON STK 1.250 CFS
676,GLAND PKG 3/4 HANDVALVE
677,WASHER PKG 3/4 HANDVALVE
678,ROUND STK 0.750 SST
679,PACKING VLV STEM 3/4
680,OVERSPEED TRIP 16L 200
681,VALVE BODY BONNET 1.50
682,END CAP 1.50 S/T
683,ROUND STK 5.500 CFS
684,BUSHING GUIDE END CAP ASSY S/T
685,OPERATING LEVER ASSY 1.50
686,LABEL CAUTION-SNAPS UP M/T
687,LEVER OPER S/T 1.50
688,LEVER OPERATING S/TRIP BLANK
689,BUSHING LEVER
690,ROUND STK 0.750 CFS
691,O/S TRIP VLV BDY ASSY AV12-16L 250FF 1.5
692,VALVE SEAT 1.50
693,ROUND STK 2.750 SST
694,O/S TRIP VALVE BODY 250FF 1.50VLV
695,"BDY VLV O/S 1.50"" CI A6831"
696,TRUNNION SPRING
697,SPRING TRUNNION TORQUE
698,TRUNNION SPRING PIN
699,TBG RD 0.250 OD X 0.180 ID SST
700,CONNECTING ROD ASSY
701,CONNECTING ROD END SPF8
702,HEX JAM 1/2-20 STL
703,CONN ROD 1/2-20 X 7.62
704,THD ROD 0.500 - 20 UNF-2A CFS
705,PILOT VALVE ASSY
706,NUT JAM 3/8-16 STL
707,SPRING PIN 1/8 X 1.00 SS
708,PILOT VALVE-TRIP
709,VALVE STEM
710,ROUND STK 0.375/0.374 CG SST
711,SPRING PIN .187 X 1.25 SS
712,SPRING PIN .375 X 1.75  SS
713,RETAINING RING TRUARC 5100-50
714,ELBOW NPT .50 X 90 3000# FST
715,NIPPLE 1/2 X 4.00 LG SC80 STL
716,NIPPLE 1/2 X 7.00 LG SC80
717,PIPE PLUG .5 NPT SOC HD SST
718,HHCS 3/8-16UNC-2A X 1.25 GR8
719,HHCS 1/2-13UNC-2A X 1.75 GR8
720,HHCS 5/8-11UNC-2A X 2.75 GR8
721,HHCS 3/4-10UNC-2A X 2.50 GR8
722,SHCS 1/2-13UNRC-3A X 1.50
723,CLEVIS PIN .50 X 2.0 LG
724,CLEVIS PIN .38 X 1.75 LG
725,SHCS 10-24UNC-2A X .38 LG STL
726,HEX JAM NUT 1/2-13
727,LOCKWASHER 1/2 STL
728,COTTER PIN .12 X 75 STL
729,M/T VALVE 1.50
730,SCREEN STRAINER 1.50
731,SPRING EXTENSION
732,GASKET BONNET 1.50
733,GASKET RING 1.50-300# NON-ASB
734,PIN TRUNNION
735,RETAINER PLATE
736,BRACKET LEVER 1.50
737,BRKT LEVER S/T1.5 WCB  - PPCP 5255
738,TRUNNION BLOCK
739,TRUNNION B X WCB A216  - PPCP #6517
740,ROTOR ASSY 16L STD CCW
741,SHAFT ASSY 16-20L  HBP 4140
742,KEY MACHINE HP1112
743,KEY MACHINE .375 X .375 X 2.75LG
744,LOCKWASHER W-09
745,LOCKNUT N-09
746,RETAINING RING 5100-177
747,SHAFT 16-20L HBP 4140HT
748,ROUND STK 2.375 CDS
749,WHEEL ASSY A/V16 CCW
750,DOWEL PIN .094 X .62 LG STL
751,SPACER NAR BKT POWDR NICKL STL
752,SPACER BKT WIDE POWD NICKL STL
753,BUCKET BRO 5/8 403SS .625 LG
754,BKT STOCK WIDE SECT A 403SS
755,BUCKET BRO 5/8 403SS .875 LG
756,BKT STOCK WIDE SECT C 403SS
757,SHROUD BAND WHEEL 1RW .444 .06TH
758,SHROUD BAND STK .06 X .625 410
759,SHROUD BAND WHEEL 2RW .363 .06TH
760,LOCK PIECE BUCKET FIRST ROW
761,WHEEL TURB 16L-E D.I.
762,WHL 16 C12441 A395 DUCTILE MOD
763,COVER 00T6029 16L CCW 200
764,PIPE PLUG .75 SQ HD STL
765,PIPE PLUG 1.00 SOC HD STL
766,NOZZLE 19 9 20
767,COVER 1.50 INLET
768,COV 16L/16E CI D16TF4M
769,MOUNTING HOUSING RLA16E-23L DD
770,TRIP LATCH ASSY
771,SLEEVE BRG GARLOK 12DU10
772,LATCH TRIP HORIZ
773,LTCH TRPHOR CA15 RC26-32 - PPCP#6505
774,TRIP LEVER ASSY
775,TRIP LEVER-S/T
776,LEVER TRIP SILICON BRS B584-875
777,TRIP/LATCH LEVER SHLDR SCREW
778,SCREW SHLDR 3/4 X 3.75 STL
779,SPACER SHLDR SCR O/S TRIP
780,HHCS 3/8-16UNC-2A X 1.75 GR5
781,NUT HEX 3/8-16UNC-2B GR8
782,SHOULDER SCREW 3/4 X 1.50 SS
783,SPRING TORQ LATCH
784,MOUNTING HOUSING HORIZ 16/23
785,MTG HSG A6685A CI A48 CL30
786,FLANGE COVER 16L 200 250#/150#
787,HHCS 5/8-11UNC-2A X 2.00 GR5
788,HHCS 3/4-10UNC-2A X 2.00 GR5
789,BLANKS FLANGE DISC INL-EXH
790,BLANKS FLANGE DISC
791,GASKET FLG INLET T12 16
792,THROTTLE A16L 1.00 VLV 250FF DD
793,LINKAGE STAND ASSY 200 RLA16-20
794,SLEEVE BEARING THROT 1.50-3
795,LINK STD API-611 WCB - PPCP #6516
796,VALVE & STEM ASSY 1.00 SS
797,SPRING PIN 1/8 X .88 SS
798,VALVE COLLAR .313 ID X.62 OD
799,ROUND STK 0.625 SST
800,ROUND STK 0.3125 SST CG
801,THROTTLE VALVE 1.00 16
802,VALVE THROTTLE 4046 X A743 CA15 D066612
803,THRT VALVE BODY ASSY 200 1.00V
804,SEAT VLV THROT 1 1/2
805,BDY VLV THR 16L CI BO3057/4144X
806,FLANGE ASSY 1.50-300FF
807,NIPPLE 1.50 X 2.38LG TOE SC80
808,FLANGE SOC 1.50-600FF FST
809,FLANGE SOC 1.50-600RF FST
810,TOE PIECE COLLAR
811,HHCS 1/2-13UNC-2A X 1.25 GR8
812,HHCS 1/2-13UNC-2A X 1.50 GR8
813,SHCS 5/16-18UNRC-3A X 2.25
814,SHCS 5/16-18UNC-3A X 1.00 NYLOK PATCH
815,SEAL SLEEVE BONNET THROT
816,SEAL RING .9435 OD X .3150 ID
817,GASKET SPL WND FB00075848
818,SPRING PIN 1/4 X 1.12 SS
819,TAPER PIN NO.2 X 1.25 SST
820,TAPER PIN NO.2 X 1.50 SST
821,SEAL BLOCK THROTTLE VALVE
822,THROTTLE VALVE BONNET 200
823,THROTTLE VALVE BODY END CAP
824,ROUND STK 5.000 CFS
825,PIN TRUNNION GOV2 1/2-3 SS
826,TRUNNION 12-23
827,SLEEVE TRUNNION THROT VLV
828,RETURN SPRING THRT 1-1/2
829,CONN ROD .31DIA-14.25
830,GASKET FLG COVER/THROT 16L
831,GASKET GOV RL-V20
832,WASHER BONNET CAP
833,TOE PIECE SHAFT
834,ROUND STK 0.499/0.498 CG  SST
835,TOE PIECE
836,TOE PC CA15 RC26-32 - PPCP #6514
837,GOVERNOR LEVER
838,LEVER GOV. D15384 A48 CL30 C.I
839,VALVE LEVER
840,LEVER VLV T23 D15404 A48 CL30
841,THROTTLE LEAK-OFF 16L-16E
842,LUBRICATION TRICOS RLA16E-20L
843,ELBOW NPT .25 X 45 3000# FST
844,ELBOW ST NPT .25 X 90 3000# FST
845,CAP PIPE NPT .50 MI
846,OIL GAUGE 1/4-90 LC G102-2 ALUM
847,TRICO OILER NO.03 04 OZ #40482
848,NIPPLE 1/4 X 2.50 SC80 STL
849,NIPPLE 1/4 X 3.00 SC80 STL
850,NIPPLE 1/2 SHORT SC40
851,OIL RING .25 X 4.00 OD
852,BEARING HOUSING 16-20L CASING END
853,HOUSING BRG 16-20L CSG END A-6913
854,BEARING HOUSING 16-20L COVER END
855,HOUSING BRG 16-20L COV END A6919
856,TURBINE A16E-20L 3-INPRO
857,BALL BEARING SKF 6309J/C3
858,GASKET COMPOUND TJ2 NON-ASB TUBE
859,HHCS 1/4-20UNC-2A X .50 GR5
860,HHCS 3/8-16UNC-2A X 1.50 GR5
861,INPRO SEAL 16L 16E 20L B15 COPPER M0020
862,"INPRO SEAL 16L, 16E, 20L COPPER"
863,SHSS CP 1/4-28 X .50
864,FHMS NO.10-24 X .50
865,CARBON RING 16-20
866,OIL RING SLEEVE W/GROOVE
867,ROUND STK 2.500 CFS
868,SHAFT SLEEVE WITH GROOVE
869,ROUND STK 2.875 CFS
870,ENCLOSURE BEARING HOUSING INPROSEAL
871,ENCL BRG HSG 4784 X CI A48 CL30 C08699
872,ROTATION 16E-16L 200 CCW
873,SECTOR ASSY 16E CCW
874,SECTOR ASSY A16E .75BKT
875,BKT BRO W 0.750 S 403
876,BKT STOCK WIDE SECT B 403SS
877,SPCR BKT SCTR W 316 STAINLESS
878,SHROUD BAND SECTOR .373
879,SHROUD BAND STK .03 X .625 410
880,RING SECTOR MACH 150DEG
881,SECTOR RNG BLK C1030 ANNEALED
882,HHCS 3/8-16UNC-2A X 1.00 GR8
883,HHCS 5/8-11UNC-2A X 1.25 GR8
884,SHCS 5/8-11UNRC-3A X 1.25
885,COUPLING LOVEJOY 25576
886,WDWD GOVERNOR TG13 CCW 2401-4000
887,COVER HOUSING MOUNTING RLA
888,SHSS 1/2-13UNC X 1.50 CUP PT STL
889,WSHR SCTR/CSG 12-23 COP
890,CASING 200 RH STL LAG/JKSR
891,CASING 200 RH MACH
892,CSG A16L/A16E RH 150# CI BO81708
893,YOKE A/V16-20L INPRO SEAL/MAG SEAL
894,YOKE T16 20 4117 X CI A48 CL30 C04803
895,Assembly 00T6063
896,OVERSPEED TRIP 16E 201-202
897,VALVE BODY BONNET 2.00
898,BONNET CAP S/T 2.00
899,BONNET CAP S/T 2 SA6690 WCB
900,OPERATING LEVER ASSY 2.00
901,LEVER OPER S/T 2.00
902,LOCKNUT WHIZ 31WLF3816
903,SPRING PIN 1/4 X 1.25 LG STL
904,SPRING PIN .375 X 2.25 SS
905,HHCS 3/8-16UNC-2A X 1.25 B7
906,HHCS 5/8-11UNC-2A X 2.00 B7
907,HHCS 5/8-11UNC-2A X 2.75 B7
908,STUD 0.62-11X4.25 B7
909,GASKET SPL WND 3.44
910,M/T VALVE 2.00
911,STRAINER SCREEN 2.00
912,GASKET SPL WND 2.0-600 CG-6G
913,SPRING LINK
914,O/S TRIP VALVE BODY 2.0 600RF 125AARH
915,"BDY VLV O/S 2.00"" WCB SA6673"
916,BRACKET LEVER 2.0
917,STAND LVR S/T WCB PPCP #5232
918,THROTTLE 16E 2.00 201-202
919,THRT VALVE BODY ASSY 2.00 202
920,SEAT VLV THROT 2
921,BDY VLV THR 16E/20L WCB  SA2310
922,LINKAGE STAND ASSY 202
923,VALVE & STEM ASSY ASSY 2.00 SS
924,SPRING PIN 1/8 X 1.25 SS
925,PIN SPG 1/8 X .75 LG. SSTL
926,COLLAR VLV THROT 1 1/2-2
927,COLLAR VALVE .31ID X.75OD
928,THROTTLE VALVE 2.00
929,VLV THRTL CA15 ANNEAL-PPCP 5254  D097291
930,SPRING COMP C-048-045-1250S SS
931,HHCS 1/2-13UNC-2A X 1.25 B7
932,HHCS 1/2-13UNC-2A X 1.50 B7 FIN. HD
933,HHCS 1/2-13UNC-2A X 2.00 B7
934,SHCS 5/16-18UNRC-3A X 2.25 B7
935,GASKET 3 X 2 3/8 X 1/8
936,GASKET 3 5/8 X 3 1/8
937,THROTTLE VALVE BONNET 201/202
938,TOE PIECE SHAFT 5.44-57DEG
939,VALVE LEVER T23
940,ROTOR ASSY 16L STD CCW 2118 RPM
941,"COVER 00T6063,64 16E CCW 202"
942,NOZZLE 59-16E
943,COVER 2.00 INLET
944,COV 16L/16E WCB SD16TF4M
945,WATER COOLING INTCON STL LAGG
946,CONN M SWG .50T X .38P STL
947,NIPPLE 1/2 X 10 1/2 SC80
948,ADAPTER RED CAJON NPT.50 X .38 S-8-RA-6
949,PIPE 0.500 SCH 80 STL
950,FLANGE COVER 16E 200/202
951,BLANK FLANGE DISC 2 INLET
952,GASKET FLG INLET T12
953,TURBINE RLA16E-20L 0-105PSI
954,HHCS 5/16-18UNC-2A X .75 GR8
955,WARNING TAG SHAFT SEAL
956,WASHER PLATE 16-20
957,THROW RING 2.12ID ALUM
958,TBG RD 3.250 OD X 2.000 ID AL
959,SEAL RING 2.12ID X 2.75OD X .345TK
960,SEAL RING 1.62ID X 2.25OD X .345TK
961,BEARING HOUSING ENCLOSURE -CASING
962,ROTATION 16E-16L 202 CCW
963,HHCS 3/8-16UNC-2A X 1.00 B7
964,HHCS 5/8-11UNC-2A X 1.25 B7
965,CASING/COVER GASKET 16 SPL WND
966,BOLT TRIP COLLAR ASSY 1471-2150
967,SCREW ADJ SPEED BOLT TRIP
968,WDWD GOVERNOR TG13 CCW 1100-2400
969,CASING 16L 16E LH 202 150RF03 J/SCR
970,CASING 202 LH
971,CSG A16L/A16E LH 150# WCB BO18703
972,YOKE COV/CASING END
973,Assembly 00T6110
974,GLAND HOUSING ASSY 22L-23EH DI
975,SHCS 1/2-13UNRC-3A X 1.00 B7
976,GLAND HOUSING INTEGRAL HVY DI A395
977,HOUSING GLD INT HVY DI A5323
978,HANDLE SUPPORT COMBO TRIP
979,MOUNTING HOUSING A23E GD PNEU ACT MS NP
980,HOUSING MTG A24-28 GD M12X1.0 PNEU SOL
981,MOUNTING HOUSING GD COMBO TRIP
982,TRIP LEVER / PROXIMITY SWITCH   NP
983,HANDVALVE ASSY 22-23E
984,ROTOR ASSY 23EH CCW 4140
985,SHAFT 23 EH 4140 2.62 DIA
986,KEY.62SQ X 3.50 LG
987,LOCKWASHER W-14
988,LOCKNUT N-14 STL
989,RETAINING RING TRUARC 5100-237
990,SHAFT 23EH 4140 2.62 DIA
991,BEARING WASHER T23E
992,ROUND STK 3.375 CDS
993,WHEEL ASSY 23 INS CCW 4140 HVY SHFT
994,SPRING PIN 3/32 X .56
995,SHROUD BAND WHEEL W OT 1RW .444
996,SHROUD BAND WHEEL W OT 2RW .354
997,WHEEL TURBINE SHAPED
998,WHEEL BLANK 22-23 4140 FGD
999,COVER 00T6110 23E CCW 202 WC6
1000,PIPE PLUG 1.25 SQ SOC HD STL
1001,PIPE PLUG 1.25 SOC HD STL
1002,NOZZLE 114 23E
1003,COV TURB 23E WC6
1004,COV 23E WC6 - SA2930
1005,LUBRICATION TRICO RLA23EH OIL TEMP GAUGE
1006,NIPPLE 1/4 X 4.00 SC80 STL
1007,NIPPLE 1/2 CLOSE SC80
1008,BUSHING RED HEX NPT .50 X .25
1009,SIGHT/TEMP GAUGE DUAL SCALE
1010,OIL RING .312 X 5.000 OD
1011,BEARING HOUSING COV END 23E
1012,BEARING HOUSING 23L COVER END W/C
1013,HOUSING BRG 23L COV NO RIB A6982
1014,BEARING HOUSING CASING END
1015,BEARING HSG 22LH-23LH CASING END W/C
1016,HSG BRG CSGEND A7250A A48 CL30
1017,GAUGE BOARD 4 GA MTL TACH START/STOP SW
1018,NAMEPLATE GAUGE INLET TEMP
1019,NAMEPLATE GAUGE EXHAUST TEMP
1020,NAMEPLATE CTRL STA START/STOP & EMERG ST
1021,HHCS 1/4-20UNC-2A X 1.00 GR5
1022,SHCS 10-24UNC-2A X 1.00 GR8
1023,NUT HEX 10-24 (SAME 4H1620033)
1024,WASHER PL 1/4 STD STL-ZC
1025,WASH PL  #10 STL-ZC
1026,WASH LOC SPG 10 (SAME 4H1626115)
1027,GAUGEBOARD 2 TEMP GA
1028,GAUGEBOARD START/STOP SW MTL TACH
1029,PIPE STAND GA BOARD 2DIA X 58LG
1030,MICROSWITCH RLH EXP PROOF CENELEC
1031,SHCS METRIC M5 X 12MM
1032,HHCS 10-24 X 3/4
1033,BRACKET CENELEC MICROSWITCH RLH
1034,TRIP EXTENSION TRIP LEVER
1035,ACTUATOR PNEU TRIP GD  MTG RLA CENELEC
1036,HHCS METRIC M8 X 16MM
1037,ELBOW M SWG 90 .25T X .25P STL
1038,HHCS 3/8-16UNC-2A X .75 GR5
1039,SHCS 10-24X.62
1040,BRACKET-AIR CYL COMBO II
1041,BRACKET MTG SOLENOID CENELEC
1042,EXTENSION TRIP LVR 50L HB
1043,LEAKOFFS CVB4 FLGD 201-202
1044,ELBOW SOC .50 X 45 3000# FST
1045,ELBOW SOC .50 X 90 3000# FST
1046,FLANGE SOC .50-150RF FST 125 S
1047,WATER COOLING FLG/VLVD A23E
1048,NIPPLE 1/2 X 3 SC80
1049,NIPPLE 1/2 X 15.50LG SC80 A106
1050,VLV GLOBE 1/2 SCR
1051,INDICATOR-SIGHT FLOW FLAPPER
1052,CVB4  23E 4PT PG HUB CITY WC6 SPCL BSHNG
1053,VALVE CUP & STEM ASSY 23E-RLH 4.0 SS
1054,STUD 7/8-9UNC-2A X 4.00 LG B7
1055,NUT HEX 5/16-24
1056,GROOVE PIN 1/8 X 1.00
1057,CONN ROD .311DIA-1.88
1058,CLAPPER SHAFT BUSHING 1.065/1.064 DIA.
1059,CONN ROD COMBO TRIP
1060,CUP VALVE CAGE 4 4PORT
1061,CUP 4IN 4PT P2873 CA15 RC 26-32
1062,VALVE BODY CVB4 201/202 125AARH WC6
1063,"BDY VLV COMBO 4"" WC6 A3813"
1064,LEVER SHAFT O/S COMBO TRIP
1065,LEVER COMBO VALVE 2.27R
1066,GOVERNOR LEVER PG29 2.41R
1067,DRAINS 202 CVB4 FLGD
1068,ELBOW SOC .75 X 90 3000# FST
1069,FLANGE SOC .75-600RF FST 125
1070,PIPE 0.750 SCH 160 STL
1071,DRAIN EXH 22L-23L-23E .75-150RF03
1072,FLANGE SOC .75-150RF FST 125
1073,ROTATION 23E 202 CCW 5PC
1074,SECTOR ASSY A/V22-23E CCW 1PC MACHINED
1075,SECTOR ASSY A/V22-23E CCW
1076,SHROUD BAND SECTOR
1077,SECTOR RING MACHINED 22-23
1078,BLNK FRG SCTR RING 22-23 A29
1079,SECTOR ASSY A/V22-23E CCW 2PC MACHINED
1080,SECTOR ASSY A/V22-23E CCW 3PC MACHINED
1081,SECTOR ASSY A/V22-23E CCW 4PC MACHINED
1082,SECTOR ASSY A/V23E CCW 5PC MACHINED
1083,SECTOR ASSY A/V23E CCW
1084,SECTOR RING MACHINED 23E
1085,HHCS 3/8-16UNC-2A X .88 B7
1086,HHCS 3/8-16UNC-2A X 2.00 B7
1087,CASING/COVER GASKET 23 SPIRAL WND
1088,TURBINE 23EH GD HUB CITY 0-105PSI INPRO
1089,BALL BEARING SKF 6312J/C3
1090,BALL BEARING SKF 6314J/C3
1091,ELBOW ST NPT .50 X 45 300# MI
1092,"INPRO SEAL 22L, 23L, 23E, 23EH SST"
1093,INPRO SEAL 23EH SST
1094,STUD 1/2-13UNC X 2.50 LG STL
1095,ROUND STK 3.375 CFS
1096,ROUND STK 4.250 CFS
1097,THROW RING 3.00ID
1098,ROUND STK 4.125 AL
1099,LEAK-OFF GLAND HOUSING FLG 125AARH
1100,NIPPLE .50 X 11.75 SC80 STL
1101,Z BOLT TRIP 2801-3410 NO COL REPL BY 00
1102,SPRING COMP .042W X .60 DIA
1103,SIGNAL GEAR 30T RLHA/B-23E
1104,SIGNAL GEAR 30 TOOTH
1105,GEAR SPUR 8 PITCH 30 TOOTH
1106,"SENTINEL WARNING VLV SST 100 PSIG  3/4"""
1107,STEAM TRAP SARCO TD52L 1/2 NPT
1108,GOVERNOR DRIVE COUPLING UNI-FLEX U-100
1109,LIMIT SWITCH DPDT CENELEC APPVD
1110,HUB CITY GEAR 3:1 W/O PUMP
1111,GEAR BOX MTG KIT PG
1112,LAGGING BLANKET RH RLA 23E
1113,"SOLENOID VLV, CENELEC 110 VDC NO COPPER"
1114,ACTUATOR BELLOFRAM DS4FBPN 35PSIG
1115,WDWD GOVERNOR PGD29 FTLBS
1116,"CONTROL STATION, ON/OFF SW & H/O/A SW"
1117,MTL SPEED INDICATING SYS- 110 VAC/220VAC
1118,"ASHCF GAUGE PR 0-160 PSI PSI/KG 6"" DIAL"
1119,"ASHCF GAUGE PR 0-800 PSI PSI/KG 6"" DIAL"
1120,WSHR SCTR/CSG 12-23 SST
1121,YOKE COVER 23EH INPRO
1122,YOKE 23E CSG A3748 A48 CL30 CI
1123,YOKE CASING 23EH INPRO
1124,ENCLOSURE BEARING HOUSING 23EH INPRO
1125,ENCL BRG HSG B9097 CI A48 CL30
1126,CASING 23E RH CCW 202 WC6 150FF03 JSCR
1127,CASING HORIZ TURB RH WC6
1128,CSG A22L/23L/23E RH 150# WC6 SA2001
1129,Assembly 00T6173
1130,GLAND HOUSING ASSY 12M-L CI
1131,SHCS 7/16-14UNRC-3A X .88
1132,GLAND HOUSING INTEGRAL RL12 C.I.
1133,HSG GLD INT A5287 CI A278 CL40
1134,GLAND HOUSING INTEGRAL
1135,HANDVALVE ASSY 9-12M/L
1136,BONNET VLV 1/2
1137,STEM-HDVLV 09/12
1138,NUT PKL 1/2
1139,GLAND PKG 1/2 HANDVALVE
1140,WASHER PKG 1/2 HANDVALVE
1141,PACKING VALVE STEM .50
1142,OVERSPEED TRIP 12M 200
1143,O/S BONNET ASSY A12M .75
1144,BONNET CAP S/T .75
1145,OPERATING LEVER ASSY .75
1146,LEVER OPER .75
1147,CONN ROD 1/2-20 X 6.12
1148,VALVE PILOT STRIP
1149,SPRING PIN .250 X 1.12
1150,ELBOW NPT .50 X 90 2000# FST
1151,SHCS 1/2-13UNRC-3A X 2.00
1152,GASKET SPL WND 1.94
1153,M/T VALVE .75
1154,ROUND STK 1.375 SST
1155,SCREEN STRAINER .75
1156,GASKET RING .75-300# NON-ASB
1157,STUD .62-11 X 2.75 B7
1158,O/S TRIP VALVE BODY 300-600FF .75VLV
1159,"BDY VLV O/S 0.75"" WCB  - PPCP5253"
1160,BRACKET LEVER .75 O/S
1161,STAND LVR S/T WCB A216 - PPCP #6509
1162,ROTOR ASSY 12L STD CCW
1163,SHAFT ASSY A12M-L 4140HT
1164,KEY MORTON HP1008
1165,KEY MACHINE .250 X .250 X 2.00LG
1166,LOCKWASHER W-07
1167,LOCKNUT N-07
1168,RETAINING RING 5100-137
1169,SHAFT 4140HT
1170,ROUND STK 1.750 STL
1171,BEARING WASHER
1172,ROUND STK 1.812 CDS
1173,WHEEL ASSY 12 CCW
1174,BUCKET BROACHED 0.500 WIDE
1175,SHROUD BAND WIDE .459 OUTER 1RW
1176,SHROUD BAND WIDE .482 OUTER 1RW
1177,SHROUD BAND WIDE .373 OUTER 2RW
1178,SHROUD BAND WHEEL W OT 2RW .373
1179,WHL TURB 12
1180,WHL 12 C12699 A395DUCTILE
1181,COVER 00T6173 CCW 12M 200
1182,PIPE PLUG .38 SOC HD SST
1183,PIPE PLUG .50 SOC HD STL (403660104
1184,PIPE PLUG .75 SOC HD STL
1185,NOZZLE 16 9 20
1186,COV TURB 12 D12TF4A
1187,COV 12M/12L CI   D12TF4A
1188,HOUSING MTG RLA12M-12L DD
1189,SPRING PIN 5/16 X 1.25LG SST
1190,MOUNTING HOUSING HORIZ 12M-L STD
1191,FLANGE COVER RLA/VA 12M 200-202
1192,HHCS 5/8-11UNC-2A X 1.75 GR5
1193,BLANKS FLANGE DISC INL 12
1194,GASKET FLG INLET T9
1195,THROTTLE 12M .630VLV 300FF 200
1196,LINKAGE STAND ASSY 201 202
1197,STAND LINK WCB A216 PPCP 5249
1198,THROTTLE VALVE & STEM ASSY .62
1199,SPRING PIN 1/8 X .50
1200,SPRING PIN 5/64 X .56 SS
1201,VALVE COLLAR .25ID X .34OD
1202,ROUND STK 0.375 SST
1203,VALVE COLLAR .31IDX.50OD SS 303
1204,ROUND STK 0.500 SST
1205,STEM THROTTLE VALVE
1206,THROTTLE VALVE 0.62 12M
1207,VALVE THROTTLE 3327 X / D054521
1208,THRT VALVE BODY ASSY 200 .62VLV 300FF
1209,THRT VLV BODY ASSY 200 .62 SOC WELD
1210,SEAT VLV THROT 3/4
1211,BDY VLV THR 12M WCB SB9424
1212,FLANGE SOC .75-300FF FST
1213,PIPE 3/4 X 2 3/8 IPS SC-80
1214,HHCS 7/16-14UNC-2A X 2.00 GR8
1215,SHCS 7/16-14UNRC-3A X 1.25
1216,SHCS 7/16-14UNRC-3A X 1.75
1217,NUT HEX 7/16-14UNC-2B GR8
1218,WASH PL 1/4 STD
1219,THROTTLE VALVE BONNET 200/202
1220,CONN ROD .31DIA-12.75
1221,TOE PIECE SHAFT 3.90-66DEG
1222,GASKET FLG COVER
1223,GASKET END CAP THROTTLE
1224,VALVE LEVER 1.50
1225,LEVER GOV D14064 A48 CL30 CI
1226,GOVERNOR LEVER TG
1227,THROTTLE LEAK-OFF RLA12M
1228,ROTATION 12M-12L CCW 200
1229,SECTOR ASSY AV12M-L CCW
1230,SECTOR ASSY 12 CCW
1231,BUCKET BROACHED 0.625 WIDE
1232,SECTOR RING 12 MACHINED
1233,BLNK FORG SCTR RNG12 A29 C103O
1234,HHCS 3/8-16UNC-2A X .88 GR8
1235,HHCS 7/16-14UNC-2A X 1.25 GR8
1236,HHCS 7/16-14UNC-2A X 1.75 GR8
1237,LUBRICATION TRICOS RLA12M-12L
1238,OIL RING .188 X 3.250 OD
1239,YOKE/BEARING HOUSING COVER END
1240,YOKE A6990 CI A48 CL30 COV/CSG
1241,YOKE/BEARING HOUSING CASING END
1242,TURBINE RLA12L-12M 0-105PSI
1243,BALL BEARING SKF 6307J/C3
1244,HHCS 3/8-16UNC-2A X 1.25 GR5
1245,SHSS CUP 1/4-28 X 5/16 SS
